# Weather station Albury (airport), Australia, WMO_ID=95896,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95896&lang=en
#
"Local time in Albury (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"06.06.2018 08:00";"4.5";"758.2";"773.4";"0.7";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"06.06.2018 06:00";"2.1";"757.7";"772.9";"0.3";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"06.06.2018 05:00";"2.7";"757.5";"772.6";"0.1";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"06.06.2018 03:00";"3.6";"757.4";"772.6";"0.1";"92";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.4";"No precipitation";"6";"";"";"";"";
"06.06.2018 02:00";"4.3";"757.4";"772.6";"0.1";"94";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"06.06.2018 00:00";"5.0";"757.3";"772.4";"0.3";"88";"Calm, no wind";"0";"";"";"";" ";"";"";"";"17.1";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"05.06.2018 23:00";"6.1";"757.3";"772.4";"0.6";"88";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.3";"";"";"";"";"";"";
"05.06.2018 21:00";"6.3";"757.0";"772.2";"1.0";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"05.06.2018 20:00";"7.1";"756.7";"771.9";"1.1";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"05.06.2018 18:00";"10.3";"756.0";"771.1";"0.9";"68";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"05.06.2018 17:00";"14.1";"755.6";"770.8";"0.5";"50";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"05.06.2018 15:00";"16.7";"755.1";"770.2";"-0.7";"45";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"No precipitation";"6";"";"";"";"";
"05.06.2018 14:00";"16.4";"755.1";"770.2";"-1.1";"44";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"05.06.2018 12:00";"15.2";"755.8";"770.9";"-0.3";"50";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"3.4";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"05.06.2018 11:00";"13.4";"756.2";"771.4";"0.5";"59";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"05.06.2018 09:00";"6.4";"756.1";"771.3";"1.6";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"No precipitation";"24";"";"";"";"";
"05.06.2018 08:00";"5.5";"755.7";"770.8";"1.7";"88";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"05.06.2018 06:00";"4.5";"754.5";"769.6";"0.9";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"05.06.2018 05:00";"5.2";"754.0";"769.1";"0.6";"87";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"05.06.2018 03:00";"10.3";"753.6";"768.7";"0.6";"64";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"No precipitation";"6";"";"";"";"";
"05.06.2018 02:00";"10.4";"753.4";"768.4";"0.5";"63";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"05.06.2018 00:00";"10.4";"753.0";"768.1";"0.5";"64";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"19.1";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"04.06.2018 23:00";"12.0";"752.9";"768.0";"0.9";"64";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"04.06.2018 21:00";"12.1";"752.5";"767.5";"1.4";"83";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"9.3";"No precipitation";"6";"";"";"";"";
"04.06.2018 20:00";"12.8";"752.0";"767.1";"1.1";"77";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"04.06.2018 18:00";"14.1";"751.1";"766.1";"0.8";"66";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"7.9";"";"";"";"";"";"";
"04.06.2018 17:00";"14.9";"750.9";"765.9";"0.6";"61";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"04.06.2018 15:00";"18.2";"750.3";"765.3";"-0.8";"53";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"No precipitation";"6";"";"";"";"";
"04.06.2018 14:00";"18.9";"750.3";"765.3";"-1.2";"52";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"04.06.2018 12:00";"15.8";"751.1";"766.1";"-0.6";"64";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"4.0";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"04.06.2018 11:00";"13.8";"751.5";"766.5";"0.1";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"04.06.2018 09:00";"7.9";"751.7";"766.7";"1.1";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"24";"";"";"";"";
"04.06.2018 08:00";"4.4";"751.4";"766.4";"1.0";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"04.06.2018 06:00";"5.0";"750.6";"765.6";"0.4";"99";"Wind blowing from the north-northwest";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"4.9";"";"";"";"";"";"";
"04.06.2018 05:00";"5.8";"750.4";"765.4";"0.0";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"04.06.2018 03:00";"7.7";"750.2";"765.2";"-0.7";"93";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"04.06.2018 02:00";"7.3";"750.4";"765.4";"-0.7";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"04.06.2018 00:00";"7.8";"750.9";"765.9";"-0.3";"91";"Wind blowing from the east-southeast";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"18.1";"";"";"2000-2500";"";"";"";"6.4";"";"";"";"";"";"";
"03.06.2018 23:00";"8.0";"751.1";"766.1";"-0.2";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"03.06.2018 21:00";"7.9";"751.2";"766.2";"0.2";"86";"Calm, no wind";"0";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.7";"No precipitation";"6";"";"";"";"";
"03.06.2018 20:00";"8.8";"751.3";"766.3";"0.4";"79";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.06.2018 18:00";"13.7";"751.0";"766.0";"0.0";"62";"Wind blowing from the north-west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.6";"";"";"";"";"";"";
"03.06.2018 17:00";"15.3";"750.9";"765.9";"-0.2";"57";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"03.06.2018 15:00";"17.6";"751.0";"766.0";"-1.3";"49";"Wind blowing from the east";"1";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.8";"No precipitation";"6";"";"";"";"";
"03.06.2018 14:00";"16.7";"751.1";"766.1";"-1.7";"52";"Wind blowing from the east-southeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"03.06.2018 12:00";"14.4";"752.3";"767.4";"-0.5";"59";"Wind blowing from the east";"1";"";"";"100%.";" ";"";"";"4.8";"";"";"";"1500-2000";"";"";"";"6.5";"";"";"";"";"";"";
"03.06.2018 11:00";"12.8";"752.8";"767.9";"0.2";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"03.06.2018 09:00";"9.2";"752.8";"767.9";"0.6";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.9";"No precipitation";"24";"";"";"";"";
"03.06.2018 08:00";"7.9";"752.6";"767.7";"0.6";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"03.06.2018 06:00";"7.3";"752.2";"767.2";"-0.2";"90";"Wind blowing from the west";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.8";"";"";"";"";"";"";
"03.06.2018 05:00";"7.0";"752.0";"767.1";"-0.5";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"03.06.2018 03:00";"5.1";"752.4";"767.5";"-0.4";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"No precipitation";"6";"";"";"";"";
"03.06.2018 02:00";"5.8";"752.5";"767.6";"-0.6";"91";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"03.06.2018 00:00";"5.8";"752.8";"767.8";"-0.4";"86";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"17.3";"";"";"2500 or more, or no clouds.";"";"";"";"3.6";"";"";"";"";"";"";
"02.06.2018 23:00";"7.2";"753.1";"768.1";"-0.1";"78";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"02.06.2018 21:00";"8.6";"753.2";"768.3";"0.2";"81";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"02.06.2018 20:00";"8.9";"753.2";"768.3";"0.7";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"02.06.2018 18:00";"12.1";"753.0";"768.1";"0.8";"62";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.0";"";"";"";"";"";"";
"02.06.2018 17:00";"14.2";"752.5";"767.6";"0.1";"57";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"02.06.2018 15:00";"16.9";"752.2";"767.3";"-1.2";"45";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"No precipitation";"6";"";"";"";"";
"02.06.2018 14:00";"16.7";"752.4";"767.5";"-1.5";"46";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"02.06.2018 12:00";"14.7";"753.4";"768.5";"-0.9";"51";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"0.0";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"02.06.2018 11:00";"12.0";"753.9";"769.0";"-0.2";"59";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"02.06.2018 09:00";"4.8";"754.3";"769.3";"0.1";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"No precipitation";"24";"";"";"";"";
"02.06.2018 08:00";"1.8";"754.1";"769.2";"-0.1";"97";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"02.06.2018 06:00";"1.0";"754.2";"769.3";"-0.4";"96";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"02.06.2018 05:00";"2.0";"754.2";"769.3";"-0.5";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"02.06.2018 03:00";"2.6";"754.6";"769.6";"-0.2";"94";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"No precipitation";"6";"";"";"";"";
"02.06.2018 02:00";"3.2";"754.7";"769.8";"-0.4";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"02.06.2018 00:00";"2.2";"754.8";"769.9";"-0.5";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"15.2";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"01.06.2018 23:00";"2.9";"755.1";"770.2";"-0.3";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"01.06.2018 21:00";"5.2";"755.3";"770.4";"0.4";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"No precipitation";"6";"";"";"";"";
"01.06.2018 20:00";"6.5";"755.4";"770.5";"0.8";"80";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"01.06.2018 18:00";"8.6";"754.9";"770.0";"0.0";"68";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"01.06.2018 17:00";"12.7";"754.6";"769.7";"-0.6";"51";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"01.06.2018 15:00";"14.9";"754.9";"770.0";"-1.3";"40";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"No precipitation";"6";"";"";"";"";
"01.06.2018 14:00";"14.4";"755.2";"770.2";"-1.5";"40";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"01.06.2018 12:00";"12.7";"756.2";"771.4";"-1.0";"52";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"0.6";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"01.06.2018 11:00";"10.7";"756.7";"771.9";"-0.3";"59";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"01.06.2018 09:00";"5.3";"757.2";"772.2";"0.8";"78";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"0.2";"24";"";"";"";"";
"01.06.2018 08:00";"2.2";"757.0";"772.0";"0.6";"89";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"01.06.2018 06:00";"1.0";"756.4";"771.4";"0.0";"91";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"01.06.2018 05:00";"1.6";"756.4";"771.4";"0.0";"93";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"01.06.2018 03:00";"2.5";"756.4";"771.4";"0.2";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"No precipitation";"6";"";"";"";"";
"01.06.2018 02:00";"2.5";"756.4";"771.4";"0.1";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"01.06.2018 00:00";"2.3";"756.2";"771.2";"0.1";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"16.3";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"31.05.2018 23:00";"3.5";"756.3";"771.3";"0.5";"87";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"31.05.2018 21:00";"3.9";"756.1";"771.1";"1.5";"84";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"No precipitation";"6";"";"";"";"";
"31.05.2018 20:00";"6.0";"755.8";"770.8";"1.6";"77";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"31.05.2018 18:00";"10.5";"754.6";"769.6";"0.6";"51";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"31.05.2018 17:00";"12.1";"754.2";"769.1";"0.4";"45";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"31.05.2018 15:00";"15.0";"754.0";"768.9";"-0.6";"41";"Wind blowing from the south-west";"6";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"1.9";"0.2";"6";"";"";"";"";
"31.05.2018 14:00";"15.7";"753.8";"768.7";"-0.9";"42";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"31.05.2018 12:00";"13.7";"754.6";"769.6";"0.9";"56";"Wind blowing from the west-southwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"5.6";"";"";"";"600-1000";"";"";"";"5.1";"";"";"";"";"";"";
"31.05.2018 11:00";"12.2";"754.7";"769.6";"1.3";"64";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"31.05.2018 09:00";"9.4";"753.7";"768.7";"1.2";"80";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"No precipitation";"24";"";"";"";"";
"31.05.2018 08:00";"7.1";"753.4";"768.3";"1.2";"98";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"31.05.2018 06:00";"7.1";"752.5";"767.4";"0.6";"93";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"31.05.2018 05:00";"7.0";"752.2";"767.1";"0.1";"92";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"31.05.2018 03:00";"9.0";"751.9";"766.7";"-0.6";"84";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"6.4";"No precipitation";"6";"";"";"";"";
"31.05.2018 02:00";"8.5";"752.1";"767.0";"-1.1";"86";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"31.05.2018 00:00";"9.3";"752.5";"767.5";"-1.0";"80";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"14.8";"";"";"600-1000";"";"";"";"5.9";"";"";"";"";"";"";
"30.05.2018 23:00";"8.4";"753.2";"768.1";"-0.6";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"30.05.2018 21:00";"6.1";"753.5";"768.4";"0.5";"82";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"30.05.2018 20:00";"8.5";"753.8";"768.7";"1.4";"73";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"30.05.2018 18:00";"9.5";"753.0";"767.9";"0.9";"68";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"30.05.2018 17:00";"11.2";"752.4";"767.3";"0.3";"59";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"30.05.2018 15:00";"13.0";"752.1";"767.0";"-0.2";"60";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"30.05.2018 14:00";"14.3";"752.1";"767.0";"-0.7";"64";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"30.05.2018 12:00";"12.6";"752.3";"767.2";"0.0";"67";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"6.8";"";"";"";"600-1000";"";"";"";"6.6";"";"";"";"";"";"";
"30.05.2018 11:00";"11.5";"752.8";"767.8";"0.9";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"30.05.2018 09:00";"9.1";"752.3";"767.2";"2.0";"100";"Wind blowing from the west-southwest";"1";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"9.1";"7.0";"24";"";"";"";"";
"30.05.2018 08:00";"8.3";"751.9";"766.8";"2.2";"100";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"30.05.2018 06:00";"8.0";"750.3";"765.1";"1.1";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"8.0";"";"";"";"";"";"";
"30.05.2018 05:00";"8.2";"749.7";"764.5";"0.5";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"30.05.2018 03:00";"8.2";"749.2";"764.1";"-0.2";"100";"Wind blowing from the west";"3";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"8.2";"1.0";"6";"";"";"";"";
"30.05.2018 02:00";"8.6";"749.2";"764.0";"-0.4";"100";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"30.05.2018 00:00";"6.9";"749.4";"764.2";"0.0";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"Precipitation";"";"15.5";"";"";"Less than  50";"";"";"0.1";"6.9";"";"";"";"";"";"";
"29.05.2018 23:00";"7.1";"749.6";"764.5";"0.5";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"29.05.2018 21:00";"7.3";"749.4";"764.2";"0.8";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.1";"7.3";"No precipitation";"6";"";"";"";"";
"29.05.2018 20:00";"8.8";"749.1";"763.9";"0.7";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"29.05.2018 18:00";"11.4";"748.6";"763.5";"0.7";"93";"Calm, no wind";"0";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"10.3";"";"";"";"";"";"";
"29.05.2018 17:00";"13.8";"748.4";"763.3";"0.3";"86";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"29.05.2018 15:00";"14.8";"747.9";"762.7";"-0.9";"91";"Calm, no wind";"0";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"";"13.3";"6.0";"6";"";"";"";"";
"29.05.2018 14:00";"12.9";"748.1";"762.9";"-0.6";"99";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"29.05.2018 12:00";"11.6";"748.8";"763.6";"-0.7";"100";"Wind blowing from the west";"2";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"3.7";"";"";"";"300-600";"";"";"8.0";"11.6";"";"";"";"";"";"";
"29.05.2018 11:00";"12.3";"748.7";"763.6";"-1.1";"98";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"29.05.2018 09:00";"9.2";"749.5";"764.4";"1.3";"100";"Wind blowing from the south-southeast";"1";"";"";"100%.";"Precipitation, heavy. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"4.0";"9.2";"4.0";"24";"";"";"";"";
"29.05.2018 08:00";"9.1";"749.8";"764.7";"1.2";"97";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"29.05.2018 06:00";"6.0";"748.2";"763.0";"-1.2";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"6.0";"";"";"";"";"";"";
"29.05.2018 05:00";"5.1";"748.6";"763.5";"-1.2";"100";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"29.05.2018 03:00";"4.4";"749.4";"764.2";"-1.1";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"No precipitation";"6";"";"";"";"";
"29.05.2018 02:00";"4.6";"749.8";"764.6";"-1.0";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"29.05.2018 00:00";"5.6";"750.5";"765.4";"-0.8";"94";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
