# Weather station Launceston (airport), Australia, WMO_ID=95966,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95966&lang=en
#
"Local time in Launceston (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.04.2018 11:00";"11.1";"728.2";"742.9";"1.1";"55";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"15.04.2018 10:00";"10.0";"727.9";"742.6";"1.4";"64";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"15.04.2018 09:00";"8.7";"727.7";"742.4";"1.0";"71";"Wind blowing from the west-northwest";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"3.7";"10.0";"24";"";"";"";"";
"15.04.2018 08:00";"6.1";"727.1";"741.8";"0.8";"82";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"15.04.2018 07:00";"4.2";"726.5";"741.2";"0.4";"86";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"15.04.2018 06:00";"4.6";"726.7";"741.4";"1.5";"83";"Wind blowing from the north-northwest";"4";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"2.0";"";"";"";"";"";"";
"15.04.2018 05:00";"3.3";"726.3";"741.0";"0.8";"86";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"15.04.2018 04:00";"5.8";"726.1";"740.8";"0.0";"78";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"15.04.2018 03:00";"6.3";"725.2";"739.9";"-1.1";"84";"Wind blowing from the north-northwest";"7";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.8";"No precipitation";"6";"";"";"";"";
"15.04.2018 02:00";"6.7";"725.5";"740.1";"-1.0";"83";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"15.04.2018 01:00";"6.5";"726.1";"740.8";"-0.7";"79";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"15.04.2018 00:00";"6.5";"726.3";"741.0";"-0.4";"79";"Wind blowing from the north-northwest";"6";"";"";"40%.";"No significant weather observed. ";"";"";"";"14.9";"";"";"2500 or more, or no clouds.";"";"";"";"3.1";"";"";"";"";"";"";
"14.04.2018 23:00";"7.4";"726.5";"741.2";"0.5";"77";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"14.04.2018 22:00";"7.0";"726.8";"741.5";"1.6";"82";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.1";"";"";"";"";"";"";
"14.04.2018 21:00";"8.1";"726.7";"741.4";"2.4";"77";"Wind blowing from the north-northwest";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.3";"No precipitation";"6";"";"";"";"";
"14.04.2018 20:00";"8.9";"726.0";"740.7";"2.8";"75";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"14.04.2018 19:00";"8.9";"725.2";"739.9";"2.1";"75";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"14.04.2018 18:00";"9.9";"724.3";"739.0";"1.0";"71";"Wind blowing from the north-northwest";"7";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"4.9";"";"";"";"";"";"";
"14.04.2018 17:00";"11.1";"723.2";"737.8";"0.1";"69";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"14.04.2018 16:00";"11.8";"723.1";"737.8";"-0.6";"68";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"14.04.2018 15:00";"10.9";"723.3";"737.9";"-1.6";"80";"Wind blowing from the north";"10";"";"";"70 – 80%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"7.6";"9.0";"6";"";"";"";"";
"14.04.2018 14:00";"10.2";"723.1";"737.8";"-3.0";"85";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"14.04.2018 13:00";"11.0";"723.7";"738.4";"-3.2";"89";"Wind blowing from the north-northwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.04.2018 12:00";"11.1";"724.9";"739.6";"-3.0";"90";"Wind blowing from the north";"8";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"9.0";"";"";"";"300-600";"";"";"6.0";"9.5";"";"";"";"";"";"";
"14.04.2018 11:00";"12.6";"726.1";"740.8";"-2.7";"75";"Wind blowing from the north";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"14.04.2018 10:00";"12.9";"726.9";"741.6";"-2.5";"78";"Wind blowing from the north";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"14.04.2018 09:00";"12.0";"727.9";"742.6";"-1.5";"82";"Wind blowing from the north";"8";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"9.0";"7.0";"24";"";"";"";"";
"14.04.2018 08:00";"10.0";"728.8";"743.5";"-0.4";"87";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"14.04.2018 07:00";"9.5";"729.4";"744.1";"-0.1";"90";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"14.04.2018 06:00";"9.9";"729.4";"744.1";"0.0";"89";"Wind blowing from the north-northwest";"7";"";"";"";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"14.04.2018 05:00";"10.5";"729.2";"743.9";"-0.9";"94";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"14.04.2018 04:00";"11.5";"729.5";"744.3";"-0.7";"90";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"14.04.2018 03:00";"12.8";"729.4";"744.1";"-1.6";"86";"Wind blowing from the north-northwest";"9";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"10.5";"6.0";"6";"";"";"";"";
"14.04.2018 02:00";"12.6";"730.1";"744.9";"-2.6";"92";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"14.04.2018 01:00";"13.9";"730.2";"745.0";"-4.1";"79";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"14.04.2018 00:00";"13.9";"731.0";"745.8";"-4.1";"78";"Wind blowing from the north";"9";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"16.5";"";"";"2000-2500";"";"";"";"10.1";"";"";"";"";"";"";
"13.04.2018 23:00";"13.0";"732.7";"747.5";"-2.7";"83";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"13.04.2018 22:00";"12.2";"734.3";"749.2";"-1.6";"84";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"13.04.2018 21:00";"11.0";"735.1";"749.9";"-1.1";"88";"Wind blowing from the north";"6";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"13.04.2018 20:00";"10.1";"735.4";"750.3";"-1.3";"91";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"13.04.2018 19:00";"10.6";"735.9";"750.7";"-1.3";"83";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"13.04.2018 18:00";"13.5";"736.2";"751.0";"-1.6";"74";"Wind blowing from the north";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.0";"";"";"";"";"";"";
"13.04.2018 17:00";"14.0";"736.7";"751.6";"-1.7";"71";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"13.04.2018 16:00";"14.5";"737.2";"752.1";"-1.9";"66";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"13.04.2018 15:00";"14.4";"737.8";"752.7";"-1.8";"65";"Wind blowing from the north";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"7.9";"No precipitation";"6";"";"";"";"";
"13.04.2018 14:00";"15.0";"738.4";"753.4";"-1.7";"61";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"13.04.2018 13:00";"14.3";"739.1";"754.0";"-1.2";"61";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"13.04.2018 12:00";"15.2";"739.6";"754.5";"-1.1";"62";"Wind blowing from the north-northwest";"8";"";"";"40%.";"No significant weather observed. ";"";"";"5.2";"";"";"";"600-1000";"";"";"";"8.0";"";"";"";"";"";"";
"13.04.2018 11:00";"14.2";"740.1";"755.0";"-0.6";"64";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"13.04.2018 10:00";"13.6";"740.3";"755.2";"0.0";"70";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"13.04.2018 09:00";"11.8";"740.7";"755.7";"0.6";"79";"Wind blowing from the north";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"8.3";"8.0";"24";"";"";"";"";
"13.04.2018 08:00";"9.9";"740.7";"755.7";"0.9";"92";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"13.04.2018 07:00";"6.1";"740.3";"755.2";"0.8";"96";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"13.04.2018 06:00";"6.8";"740.1";"755.0";"0.8";"94";"Wind blowing from the north-west";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"13.04.2018 05:00";"7.3";"739.8";"754.7";"0.5";"91";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"13.04.2018 04:00";"7.5";"739.5";"754.4";"0.3";"92";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"13.04.2018 03:00";"8.8";"739.3";"754.3";"0.1";"89";"Wind blowing from the north-northwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"13.04.2018 02:00";"9.6";"739.3";"754.3";"0.0";"88";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"13.04.2018 01:00";"10.7";"739.2";"754.1";"-0.1";"87";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"13.04.2018 00:00";"10.6";"739.2";"754.1";"0.0";"87";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"";"";"";"18.0";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"12.04.2018 23:00";"11.4";"739.3";"754.3";"0.6";"84";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"12.04.2018 22:00";"11.3";"739.3";"754.2";"1.4";"82";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"12.04.2018 21:00";"12.5";"739.2";"754.1";"1.8";"80";"Wind blowing from the north";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"9.1";"No precipitation";"6";"";"";"";"";
"12.04.2018 20:00";"13.3";"738.7";"753.6";"1.6";"80";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"12.04.2018 19:00";"14.0";"737.9";"752.8";"1.3";"80";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"12.04.2018 18:00";"14.0";"737.4";"752.3";"0.7";"83";"Wind blowing from the north-northwest";"9";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"11.2";"";"";"";"";"";"";
"12.04.2018 17:00";"14.7";"737.1";"752.0";"0.3";"80";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"12.04.2018 16:00";"15.1";"736.6";"751.5";"-0.6";"87";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"12.04.2018 15:00";"16.5";"736.7";"751.6";"-1.7";"81";"Wind blowing from the north-northwest";"13";"";"";"100%.";"Rain (not freezing). ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"13.2";"8.0";"6";"";"";"";"";
"12.04.2018 14:00";"17.8";"736.8";"751.6";"-4.3";"74";"Wind blowing from the north";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"12.04.2018 13:00";"14.0";"737.2";"752.2";"-3.5";"90";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"12.04.2018 12:00";"13.0";"738.4";"753.3";"-3.7";"90";"Wind blowing from the south";"5";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"11.0";"";"";"";"1500-2000";"";"";"9.0";"11.4";"";"";"";"";"";"";
"12.04.2018 11:00";"12.1";"741.1";"756.1";"-1.4";"83";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"12.04.2018 10:00";"14.4";"740.7";"755.7";"-3.4";"71";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"12.04.2018 09:00";"13.9";"742.1";"757.1";"-2.8";"69";"Wind blowing from the south";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.3";"No precipitation";"24";"";"";"";"";
"12.04.2018 08:00";"12.1";"742.5";"757.5";"-2.4";"78";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"12.04.2018 07:00";"11.5";"744.1";"759.1";"-1.3";"76";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"12.04.2018 06:00";"11.7";"744.9";"760.0";"-1.5";"73";"Wind blowing from the south-southeast";"7";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"9.0";"7.0";"";"";"";"";"";"";
"12.04.2018 05:00";"11.5";"744.9";"760.0";"-1.5";"72";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"12.04.2018 04:00";"11.4";"745.4";"760.5";"-1.7";"72";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"12.04.2018 03:00";"11.7";"746.4";"761.5";"-1.1";"70";"Wind blowing from the south";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"6.4";"No precipitation";"6";"";"";"";"";
"12.04.2018 02:00";"11.2";"746.4";"761.5";"-1.6";"74";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"12.04.2018 01:00";"11.5";"747.1";"762.2";"-1.5";"73";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"12.04.2018 00:00";"11.6";"747.5";"762.6";"-1.1";"72";"Wind blowing from the south";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"21.4";"";"";"600-1000";"";"";"";"6.7";"";"";"";"";"";"";
"11.04.2018 23:00";"11.8";"748.0";"763.1";"-0.5";"71";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"11.04.2018 22:00";"12.4";"748.6";"763.8";"0.6";"73";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"11.04.2018 21:00";"12.5";"748.6";"763.8";"1.5";"76";"Wind blowing from the south";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"11.04.2018 20:00";"12.7";"748.5";"763.6";"1.9";"74";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"11.04.2018 19:00";"13.6";"748.0";"763.1";"2.0";"70";"Wind blowing from the south-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"11.04.2018 18:00";"14.3";"747.1";"762.2";"1.8";"72";"Wind blowing from the south-southeast";"9";"";"";"100%.";"Drizzle (not freezing) or snow grains. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.3";"";"";"";"";"";"";
"11.04.2018 17:00";"16.2";"746.6";"761.7";"1.2";"68";"Wind blowing from the south-southeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"";"";"";"";"";"";
"11.04.2018 16:00";"19.4";"746.0";"761.1";"0.1";"63";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"11.04.2018 15:00";"19.9";"745.3";"760.4";"-0.7";"59";"Wind blowing from the south-east";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"11.04.2018 14:00";"21.4";"745.4";"760.5";"-1.4";"63";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"11.04.2018 13:00";"19.4";"745.9";"760.9";"-0.3";"63";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"11.04.2018 12:00";"19.4";"746.0";"761.1";"-0.5";"65";"Wind blowing from the north";"1";"";"";"100%.";"No significant weather observed. ";"";"";"9.3";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.7";"";"";"";"";"";"";
"11.04.2018 11:00";"17.8";"746.8";"761.9";"0.4";"71";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"11.04.2018 10:00";"16.8";"746.2";"761.3";"0.5";"76";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"11.04.2018 09:00";"13.1";"746.5";"761.5";"1.8";"86";"Wind blowing from the east-northeast";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.8";"No precipitation";"24";"";"";"";"";
"11.04.2018 08:00";"12.1";"746.4";"761.5";"1.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"11.04.2018 07:00";"10.5";"745.7";"760.8";"0.7";"93";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"11.04.2018 06:00";"10.4";"744.7";"759.7";"-0.6";"95";"Wind blowing from the south";"3";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.6";"";"";"";"";"";"";
"11.04.2018 05:00";"11.3";"745.0";"760.1";"-0.8";"92";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"11.04.2018 04:00";"12.3";"745.0";"760.0";"-1.3";"87";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"11.04.2018 03:00";"12.9";"745.3";"760.3";"-1.1";"86";"Calm, no wind";"0";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"10.6";"No precipitation";"6";"";"";"";"";
"11.04.2018 02:00";"12.4";"745.8";"760.9";"-0.8";"88";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"11.04.2018 01:00";"12.2";"746.3";"761.4";"-0.7";"86";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"11.04.2018 00:00";"12.9";"746.4";"761.5";"-1.3";"89";"Wind blowing from the north-northwest";"2";"";"";"60%.";"No significant weather observed. ";"";"";"";"19.5";"";"";"300-600";"";"";"";"11.1";"";"";"";"";"";"";
"10.04.2018 23:00";"13.9";"746.6";"761.7";"-1.3";"81";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"10.04.2018 22:00";"14.0";"747.0";"762.1";"-1.0";"80";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"10.04.2018 21:00";"14.1";"747.7";"762.7";"-0.2";"77";"Wind blowing from the north-west";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.1";"No precipitation";"6";"";"";"";"";
"10.04.2018 20:00";"14.1";"747.9";"763.0";"-0.3";"76";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"10.04.2018 19:00";"14.8";"748.0";"763.1";"0.6";"74";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"10.04.2018 18:00";"15.7";"747.9";"763.0";"-0.4";"68";"Wind blowing from the north";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"9.8";"";"";"";"";"";"";
"10.04.2018 17:00";"16.3";"748.2";"763.3";"-0.7";"65";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"10.04.2018 16:00";"17.3";"747.4";"762.4";"-2.0";"62";"Wind blowing from the north-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"10.04.2018 15:00";"18.3";"748.3";"763.5";"-1.8";"57";"Wind blowing from the north";"6";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.6";"No precipitation";"6";"";"";"";"";
"10.04.2018 14:00";"18.4";"748.9";"764.0";"-1.4";"54";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"10.04.2018 13:00";"17.4";"749.4";"764.5";"-1.6";"55";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.3";"";"";"";"";"";"";
"10.04.2018 12:00";"17.6";"750.1";"765.2";"-1.0";"53";"Wind blowing from the north";"6";"";"";"100%.";"No significant weather observed. ";"";"";"8.0";"";"";"";"1000-1500";"";"";"";"7.9";"";"";"";"";"";"";
"10.04.2018 11:00";"17.1";"750.3";"765.4";"-0.9";"54";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"10.04.2018 10:00";"15.5";"751.0";"766.1";"-0.3";"58";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"10.04.2018 09:00";"13.9";"751.1";"766.3";"0.1";"62";"Wind blowing from the south";"2";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.7";"No precipitation";"24";"";"";"";"";
"10.04.2018 08:00";"10.9";"751.2";"766.3";"0.3";"77";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.0";"";"";"";"";"";"";
"10.04.2018 07:00";"8.5";"751.3";"766.4";"0.5";"85";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"10.04.2018 06:00";"8.0";"751.0";"766.2";"-0.6";"83";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"10.04.2018 05:00";"8.7";"750.9";"766.0";"-0.6";"84";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"10.04.2018 04:00";"9.7";"750.8";"766.0";"-0.8";"81";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
